title,tag,image_url,sale,gift,best,new,product_url,price,price_sale
포맨 스크럽 폼,남성 전용 데일리 스크럽 폼 클렌저,https://image.drjart.com/img/001/1508821881885.png,,,,,https://www.drjart.com/ko/prd/view/685?activeTopGnb=all,"19,000",0
포맨 스킨 에센스,남자의 스킨케어를 한 번에 끝내주는,https://image.drjart.com/img/001/1581914264009.png,,,,,https://www.drjart.com/ko/prd/view/686?activeTopGnb=all,"29,000",0
포맨 비비 블록,자외선 차단과 잡티를 한번에 끝내주는,https://image.drjart.com/img/001/1581914311727.png,,GIFT,,,https://www.drjart.com/ko/prd/view/687?activeTopGnb=all,"29,000",0
